ID,Sentence,Sentiment,dialect
305,النوادي بتأجر الغرف و بيعملو اللي عايزينه وده خلاني أتجنب المكان تمامًا,negative,Egyptian
2291,كلهم ناس محترمة ومميزة جدًا، وشكرًا ليكم,positive,Egyptian
1040,الاوض حلوة و هادية و حلوه للنوم,positive,Egyptian
1814,إدارة الفندق فاشلة ما حلتش أي مشكلة والنزلاء دايمًا في خناق معاهم,negative,Egyptian
1557,قعدنا ليلة واحدة وكانت وحشة ومستنيين تخلص عشان نغيّر الفندق,negative,Egyptian
1043,الاوض كبيرة ومبهرة وفيه وحدة تحكم جنب السرير بتتحكم في الإضاءة والستائر والتكييف,positive,Egyptian
854,الفندق كان ممتاز قبل كده بس بقى مستواه أقل عن السنين اللي فاتت,positive,Egyptian
1789,الفندق سعره غالي جدا، ومفيش مقابل حقيقي للخدمة أو رضا النزلاء,negative,Egyptian
643,فندق قذر ده أسوأ مكان نزلت فيه,negative,Egyptian
1255,الفندق فيه فريق أنيميشن جميل والتعامل محترم مع كل النزلاء,positive,Egyptian
1992,العشا كان وحش وقليل قوي واضطرينا نمشي مسافة بعيده عشان نلاقي أكل,negative,Egyptian
2152,أجازة حلوه بستغرب من اللي بيقولوا ان الفندق مش مستوى خمس نجوم او ان الاكل مش كويس او متنوع الفندق حلو الاوض واسعة جدا و قريبة جدا والخدمة ممتازة البحر جميل و متأمن كويس للأطفال المسابح لجميع الأعمار,positive,Egyptian
1461,الخدمة بطيئة شوية بس مش وحشة ,neutral,Egyptian
805,الفندق ممكن يكون كويس للمصريين لكن كأمريكي كان عندي انطباع وحش جداً، و حسيت بالإحباط من الإهمال هنا وفي كل مكان مش قادر استنى امشي,neutral,Egyptian
1080,الفندق ده بيجيه غالباً المجموعات السياحية,neutral,Egyptian
2285,احلى ايام في اجازتي في ظل الظروف اللي بتعيشها مصر، الشهرين اللي قضيتهم هناك كانت حلوه انبسطت اوي في فندق أوبروي,positive,Egyptian
1715,الحاجة الوحيدة اللي ممكن نقولها ان الاوضة كانت زحمة شوية، لانها اوضة ثلاثية بس وزودوا سرير عشان تبقى رباعية,positive,Egyptian
906,اتقطع النور من حداشر بالليل لنص الليل,negative,Egyptian
2159,اطلالة جميلة على جامع السلطان أحمد إقامة جيده في فندق سبكتر ده غير إن شخص لطيف اوي بيستقبل النزلاء وهو مبتسم أنصح اي حد عايز يحجز في فندق سبكتر تواصل مع موظف الاستقبال اونر شخصية مهذبة و بيساعدك في أي استفسارعن إسطنبول وما تتعاملش مع موظف الاستقبال لفترة المساء كازيم معندوش أقل مهارات التواصل مع النزلاء,positive,Egyptian
1090,كنت عايز اجرب الحمام التركي و السبا بس ما لقيتش حجز للحمام التركي ولا السبا وكمان ريحة اللوبي كانت وحشة بسبب المطعم المفتوح,negative,Egyptian
425,رغم إن الفندق جديد ما اتفتحش الا في رمضان كان الأثاث قذر شوية المفارش والسجاد  كمان و دورة المياه صغيرة جدا,negative,Egyptian
887,الفندق قريب حوالي عشر دقائق مشي لحد الحرم خدمة كويسة مقابل الفلوس اللي اتدفعت مفيش شكاوى,neutral,Egyptian
526,غير إن الفندق قريب جدا من حرم مكة,positive,Egyptian
771,فندق نظيف قوي والاكل روعة والتنظيم جميل جدابس الفندق مش مناسب للعرب والامصريين الحمام مافيهوش شطاف كيدز كلوب في فندق تاني و ما بيتكلموش عربي أولادك ما ينفعش يكونو هناك الفندق فيه نسبة كبيرة من العمال الأجانب في الاستقبال والكونسيرج مش عارف المصريين مش بيقدروا يشتغلو في الوظائف ديه و فين وزارة السياحة من ده,positive,Egyptian
1208,الفندق مش احسن حاجة و محتاج تجديد والديكور قديم,negative,Egyptian
2153,الفندق ما بيستاهلش الفلوس اللي اتدفعت فيه ولقيت ان الموظفين الرجالة بيساعدو اكتر,neutral,Egyptian
1047,أسوأ فندق في الكون، و الناس اللي بيشتغلوا فيه ما بيعرفوش يتعاملوا مع الناس,negative,Egyptian
2176,رأس الدش وكشاف الحمام كانوا بايظين، ولوحة الكهربا كانت بتطلع أزيز عالي يضايق أي حد نومه خفيف,negative,Egyptian
2160,فندق جميل وخدمته مناسبة لسعره، السعر ممتاز، الأوضة مريحة، الحمام كويس، والفطار حلو جدًا. عمومًا الفندق مناسب ومفيهوش عيوب واضحة.,positive,Egyptian
599,فندق فظيع لما قلت لمديرالفندق عن الحشرة اللي لقيتها في فطوري مفرقش معاه خالص ولا عرض عليا اي تعويض مصدوم إن الموقع بيوصي بالإقامة في الفندق ده,negative,Egyptian
873,الموقع ساحر فعلًا، مناظر جميلة من قمة بتطل مباشرة على أعلى قمة ثلجية في أوروبا، قريب من التلفريك والسوق، ومحوّط بمساحات خضرا روعة.,positive,Egyptian
67,قريب من دومو بيقع في منطقة مليانه ناموس,negative,Egyptian
2285,وصلنا قبل الميعاد بيوم، وما كانتش مشكلة. موظفين الريسبشن كانوا محترمين، و المدير المناوب كان ممتاز فعلًا,positive,Egyptian
1034,العيب الوحيد في الإقامة كان المطر. مطر ومطر وكمان شوية مطر. بس برضه متحمس أرجع قريبًا,negative,Egyptian
1028,فندق سعره على قد الإيد لو عايز مكان رخيص ومريح في نفس الوقت، ده اختيار مناسب. مش فخم قوي، بس مريح.,neutral,Egyptian
1594,الفندق فيه 30 غرفة مريحة ومفروشة كويس، ومعاهم جناحين.,positive,Egyptian
1063,فندق آشمور هاوس أقرب لمقلب زبالة منه لفندق محترم.,negative,Egyptian
2194,الاوض كانت مقبولة,neutral,Egyptian
2024,الموظفين من الاستقبال لحد خدمة الغرف لطاف ومريحين، ومنظر الحرم من الأوضة جميل جدًا.,positive,Egyptian
848,أيام رائعة في لاجونا فيستا خدمة ممتازة، غرف نضيفة جدًا، سقف عالي، راحة كبيرة، مناظر طبيعية حلوة، مديرة متفهمة، وحمامات سباحة واسعة ونضيفة,positive,Egyptian
134,الموظفين حلوين قوي ودايمًا جاهزين ينفذوا أي طلب,positive,Egyptian
19,لو كنت عارف إن الفندق كان بيتجدد، كنت اخترت مكان تاني المرة دي.,negative,Egyptian
239,بشكر كل اللي في الفندق على شطارتهم الواضحة وأخلاقهم العالية وحبهم للشغل في خدمة ضيوف بيت الله,positive,Egyptian
737,الموظفين تحفة ومش تقليدين خالص كلهم زي بيبو وسلاموستر هاني,positive,Egyptian
1224,الاكوا بارك جميل والنضافة في الغرف ممتازة الشاطئ كبير عيبه بس المراكب جنب منطقة السباحة عيبه بس كمية الشباب اللي في الفندق وخصوصا من الخليج,positive,Egyptian
1579,و اللي بيدفع زيادة بياخد أوضة كويسة,negative,Egyptian
843,و حمام سباحة غاية في النظافة بجد فندق حقيقي محترم يستحق الواحد يزوره على طول وبشكر كل العمال من االصغير للكبير بشكرهم على اهتمامهم اللي خلانا نقضي أجمل أجازة,positive,Egyptian
501,فندق مناسب لزوار القرية العالمية ودبي لاند والسوق الصيني. إقامة قصيرة كويسة بعد الزيارة، بس الغرفة العائلية مساحتها صغيرة.,neutral,Egyptian
1156,ده فندق؟ اتجدد واتحدّث، بس صعب يتقال عليه فندق حقيقي.,neutral,Egyptian
1876,فندق ومنتجع رائع راحة نفسية وجسدية، أكل وشرب وبحيرة وسباحة، كل حاجة في مكان واحد,positive,Egyptian
1258,ده أسوأ فندق في شرم الشيخ الأكل سيئ، الخدمة وحشة والحمامات فيها ريحة وحشة والأرضية مبلولة والأوض بردو لها ريحة حمامات سيئة جدا منصحش حد يروحوا و ياريت تمشوا منه,negative,Egyptian
2102,الفطار كويس الفندق فئة نجوم و السعر فيه مناسب نوعا ما و ما قابلتناش اى مشاكل و الحمد لله و مش عارف لو اني هزورة تاني ولا لا,neutral,Egyptian
127,العاملين في الفندق عملوا احتفال حلو لطفل بعيد ميلاده، وقدّموا كعكة وغنّوا له وفرّحوا الطفل وأهله وكل اللي في المطعم,positive,Egyptian
1086,أسوأ فندق من أول ليلة الخدمة والمطاعم والبارات سيئة جدًا، تعامل وحش، ومنعونا من الفطار أول يوم,negative,Egyptian
346,استجابة الصيانة سيئة الجناح ما كانش جاهز، التليفون والتلفزيون بايظين، والتصليح اتأخر لليوم التاني رغم الاتصالات الكتير، ولما طلبت أكلم المدير تهرّب مني.,negative,Egyptian
719,الغرف مفروشة كويس، ومساحة المطبخ كبيرة ومناسبة جدًا.,neutral,Egyptian
915,مفيش مرافق نتكلم عنها، مفيش حمام سباحة، و الجيم فيه عجلة واحدة، و جهاز جري واحد منصحش  بالفندق ده، لو كنت بتدور على إقامة مريحة في الدامام,negative,Egyptian
2153,لقيت دم على ملايات السرير وحتى على ورق جوه الأوضة.,negative,Egyptian
2291,إقامة مريحة وراقية أثناء الشغل مع إدارة فندق النوران في بنغازي. الإدارة محترفة جدًا، والخدمة ممتازة، والأكل والشرب باين عليهم خبرة كبيرة، غير الجو الهادي اللي في الفندق كله. أتمنى يفضلوا محافظين على المستوى ده في خدمة الضيوف من جوه ليبيا وبرّه.,positive,Egyptian
1702,كل غرف الفندق ليها إطلالة جميلة على البحر، وتقدر تستمتع بالسبا، حمام السباحة، الألعاب المائية، الشاطئ، وكمان التمشية حلوة.,positive,Egyptian
1145,الاستقبال مش كويس، الأوض ما كانتش جاهزة أول ما وصلنا، واستنينا ساعات لحد ما الشنط وصلت الغرف,negative,Egyptian
2040,كل العاملين قدموا خدمة ممتازة. بشكر الأستاذ محسن على مساعدته واهتمامه، وبشكر كمان البواب عدنان عشان فكرني بالموبايل اللي نسيته في التاكسي شكر كبير لكل طاقم الفندق.,positive,Egyptian
1700,إقامة ممتعة جدًا الفندق جميل في كل حاجة. موقعه ممتاز، أول ما تخرج تلاقي نفسك في قلب الغردقة. الإقامة مريحة، الفندق نضيف، خدمة الغرف بتيجي كل يوم تنظف وتغير الملايات وتحط زجاجة مية في التلاجة. الأكل ممتاز وفيه تنوع، والفندق كبير وممتع لدرجة إنك تحب تقعد فيه وماتخرجش,positive,Egyptian
1430,تجربة حلوة، قضينا وقت لطيف مع العيلة، وناوي أرجع السنة الجاية. الفندق كويس من حيث المساحة والخدمات.,neutral,Egyptian
436,فيه دوشة كتير ، النادي اللي جنبنا شغال طول الليل، وكمان صوت الطيارات رايح جاي على طول ,negative,Egyptian
2038,حاول تحجز أوضة ببلكونة في الدور التالت، القعدة فيها تحفة الطاقم بيتكلم تركي وإنجليزي كويس، وبعضهم بيفهم عربي، بس اختيارات الأكل محدودة.,neutral,Egyptian
639,الأكل طعمه حلو قوي، والسعر مناسب جدًا.,positive,Egyptian
405,دي أحسن رحلة سفاري شاركت فيها. شاركت قبل كده في رحلات كتير، وكنت فاكرها عادية، بس طلعت تجربة مميزة جدًا.,positive,Egyptian
354,الفندق مناسب جدًا للعائلات والمجموعات الكبيرة، و سعره رخيص مقارنة بالفنادق التانية في المنطقة المركزية,positive,Egyptian
1381,أكلت في مطعم النادي، كان كويس ، بس الأكل كان متجمد ومش طازة.,positive,Egyptian
1257,الفندق نضيف عمومًا، ومساحة الأوضة كويسة,positive,Egyptian
999,طلبنا تغيير الأوضة، وكان فيها صراصير كتير. خدمة الغرف سيئة جدًا، طلبنا قهوة مرتين وكل مرة كانت أسوأ من اللي قبلها.,negative,Egyptian
2242,مكان ما يسواش حاجة الأكل و المشروبات مقرفين، المطعم وسخ، الخدمة ضعيفة، الشاليهات اللي على البحر متهالكة، والإدارة نصابة. سكنونا في أوض غير اللي اتفقنا عليها، وغيروا بعضها بس بعد الشكوى.,negative,Egyptian
2112,حي كويس وجودته مناسبة مقابل سعره ما تفوّتش الفرصة لو رايح إسطنبول، مكان ممتع.,neutral,Egyptian
337,من عيوب الفندق إن مفيش مدخل واضح على الشارع، والتاكسي ما بيعرفش يوصل له بسهولة، ومش فاهم السبب.,negative,Egyptian
1351,الفندق فيه شاليهات حلوة، بس أسعارها غالية قوي ومن وجهة نظري فيه شاليهات تانية في ينبع أحلى وأرخص.,positive,Egyptian
637,و الأكل متنوع و الحلو هايل ، الفندق جميل جدا ومريح و واسع والبحر كان نظيف و بار لافيستا في وسط البحرتحفة صراحة كانت رحلة ممتعة جدا,positive,Egyptian
1042,مناسب جدًا للسياح اللي ميزانيتهم محدودة. بديل اقتصادي كويس، خصوصًا لو عايز مكان قريب نسبيًا من دبي.,positive,Egyptian
798,مش أول مرة ولا آخر مرة أقيم في الفندق ده.,neutral,Egyptian
1999,أفضل استقبال وأحسن تعامل شوفته في فنادق المدينة من الموظف المحترم سمير احمد في فندق شذا المدينة شكرا لك يا سمير على حسن تعاملك واحترامك مع العملاء هذا أن دل فإنما يدل على حسن التربية من بيئة هذا الرجل الفاضل فشكرا لكم ياشذا المدينة على هذا الرجل,positive,Egyptian
766,غالي جداً ملعب أطفال صغير فريق ترفيه مقرف,negative,Egyptian
2013,الفطار كان عادي رغم ان هناك خيارات كتير,neutral,Egyptian
1278,مفيش استقبال كويس، ولا نظافة في الغرف، ولا تنوع في الأكل، ولا برامج أو حفلات، ولا تغيير ملايات أو فوط. حتى المشروبات كانت عصير تانج مفيش اهتمام بالنزلاء، وطلبت تغيير الأوضة أكتر من مرة ومفيش أي استجابة,negative,Egyptian
2138,فندق فوق الممتاز ، استقبال رائع، الموظفين مؤدبين ودايمًا مبتسمين، والخدمة ممتازة أي حاجة تطلبها تتعمل ببشاشة وترحيب,positive,Egyptian
1662,الفندق مش مناسب للعائلات اتفاجئت من موقع الفندق لأنه في منطقة صناعية صحراوية وبعيد عن البحر وحواليه مصانع وشركات من كل جانب ومفيش اي مناظر مميزة او خدمات قريبة من الفندق,negative,Egyptian
324,بس الغرف ضيقة والعاملين جافيين ومكشرين والخدمة سيئة جداً,negative,Egyptian
895,أسوأ تجربة في آسيا قعدت سنة وجربت سكن اقتصادي كتير، وما شفتش حشرات فراش زي اللي هنا. اتلدغت كذا مرة. المكان سيئ، وما أنصحش حد ينزل فيه.,negative,Egyptian
2078,قاعة الاستقبال صغيرة، موظفين الاستقبال قليلين، ما فيش مكنة قهوة في الغرف، وكنت حاجز جناح رئاسي بيبص على الكعبة المكرمة.,negative,Egyptian
822,فندق كويس لغرض الإقامة كام يوم سعره مناسب وقريب من محطة المترو اللي توصلك لكل مناطق ميلانو.,neutral,Egyptian
579,رخيص وفي احسن موقع خدنا خصم عشان انا عامل في منظمة غير حكومية لكن الاسعار العادية كمان رخيصة فعلا بالنسبة لهذا الموقع,neutral,Egyptian
259,الفندق ده فندق للميزانية المتوسطة، مش للميزانية الكبيرة.,neutral,Egyptian
2271,اتعطلنا أكتر من ساعة في الاستقبال بسبب سوء التنظيم، واتحوّلنا بين أكتر من كاونتر من غير سبب واضح,negative,Egyptian
811,مناسب ليلتين الأوضة واسعة بس مضلمة شوية، والشبابيك كبيرة والناس ماشية من قدامها دايمًا. حمام السباحة صغير بس حلو، وكان مليان أطفال فمانزلتش فيه,neutral,Egyptian
364,سعره مناسب مقابل الخدمة والنظافة ، وحجم الغرف وفرشها مناسب ، وموقعه في وسط البلد قريب من المصالح الحكومية ومناطق الأعمال,neutral,Egyptian
361,متوسط على أحسن تقدير,neutral,Egyptian
2004,غرف العاب الاطفال فيها الانسة لينا وغيرهم ومستوى نظافة حمامات السباحة و المطعم و غرف الالعاب,neutral,Egyptian
870,لادارة الفندق المحترمة هناك نقلة كبيرة  ومميزة في مستوى الخدمة ومدى التحسن الملاحظ من السنة اللي فاتت من حيث اسلوب كل الموظفين والمشرفين الراقي وجمال مناصير,positive,Egyptian
870,و المكان مش مؤهل لقضاء اجازة و ماسيتحقش ولا نجمة اعتقد انه عملية نصب ضخمة,negative,Egyptian
1936,فندق عادي جدا,neutral,Egyptian
1890,جو ممتاز للشغل والاجتماعات. رحت هناك عشان اجتماع، أكلنا وشربنا، وسعره معقول، وفي نفس الوقت شيك ومميز.,neutral,Egyptian
1166,الفندق ضيع جواز سفري، وكنا مجموعة من أربعة، وراحت علينا رحلتنا، وفي الأخر اتاريي جواز السفر في مكنة التصوير، و ضاعت رحلة العمر، و في الحقيقة أنا تعرضت للانهيار، و الحمد لله أننا  قدرنا نرجع لندن على إيزي جيت، لكن بتكلفة كبيرة حوالي بألف دولار.,negative,Egyptian
2263,شاطئ جميل، فريق عمل ودود، وأكل ممتاز يخلي الإقامة مثالية.,positive,Egyptian
1645,حاولنا ننزل هنا بس ما نفعش،  قالولنا انه لازم نروح فندق بافوس جاردنز، كان كويس بس مش مريح زي فندق باسيليكا حد يعرف ايه السبب؟,neutral,Egyptian
656,الغرف قذرة، ومليانة مدمنين مخدرات، ودوشة، والناس بيخبطوا على الأبواب طول الليل.,negative,Egyptian
1837,الفندق موقعه حلو ومريح، نضيف، الخدمة كويسة، والأكل حلو، وكمان قريب جدًا من المسجد النبوي وبيطل عليه وعلى بُعد خطوتين بس,positive,Egyptian
1329,فندق فظيع، ده فندق من اسوأ الفنادق اللي عملت فيها، بيقولوا انه نجم، و لكن ما يستحقش حتى نجمة,negative,Egyptian
2090,ام عن الغرف فهي نظيفة جداً اود ان اشكر السيد جوهر على حسن اخلاقه واحترامه لنا,positive,Egyptian
1370,فندق سيئ جداً، الفندق ده أسوأ فندق نزلت فيه، حجزت أكتر من ليلة، بس ما اقدرتش اقعد إلا لليلة واحدة.,negative,Egyptian
2179,الغرفة كانت دايماً نظيفة و الاكل هايل، حتى كان في مطعم مكرونة كانوا يقدموا مكرونة لذيذة حسب كل ذوق، كل شيء كان تحفة,positive,Egyptian
1219,المزيكا عالية جدا من حداشر بالليل لتلاتة الصبح,negative,Egyptian
276,الأوضة اللي فيها رسومات كرتونية كانت جميلة جدًا ومريحة، واستمتعنا بيها، والمنظر كان تحفة,positive,Egyptian
1054,الفندق قريب من المستشفى الأمريكي بلنوغراد المشهور، وحواليه مطاعم عربية وسوبر ماركت ومحلات مساج، والأوض بتتميز بحجمها ، والتنضيف يومي مع تغيير الملايات والفوط، وبصراحة حسّيت بألفة وأنا قاعد هناك,neutral,Egyptian
1512,فندق قديم اوي مش اكتر من عادي لكن اكتر الناس فضلت نجوم,neutral,Egyptian
1892,نشكركم على الخدمات اللي بتقدموها  طول اليوم,positive,Egyptian
1056,حمامات السباحة قذرة والملاحظات السلبية يطول شرحها و الله على ما أقوله شاهد,negative,Egyptian
2186,حأرجع أزوره بسبب انخفاض سعره ورفاهية الفندق,positive,Egyptian
190,الفندق مميز بموقعه الحلو، الديكور شيك، الغرف واسعة، والتصميم مريح وجميل,positive,Egyptian
814,الفندق اتجدد قريب، عشان كده  نظيف و فرشه جديد، وبالرغم من انه فندق مش فريد من نوعه، إلا اني انصحك ان تحطه في اعتبارك لو كنت مسافر رحلة عمل قصيرة لرياض,neutral,Egyptian
428,فيه مكان مخصص للتاكسي العادي والخاص,neutral,Egyptian
1385,لو عايزين أوضة حلوة قوي لازم تدفعو فلوس زيادة.,negative,Egyptian
953,و الموقع قريب من وسائل النقل والمطاعم والمحلات الحلوة,positive,Egyptian
1301,خدمة تنظيف الغرف ممتازة، مركز الاتصال ودود وسريع، الأكل حلو، والاستقبال كان احتفال حقيقي بالضيوف، ومش هنزل غير في الفندق ده بعد كده.,positive,Egyptian
124,الفندق قريب من المطار، بس بعيد عن معالم المدينة.,neutral,Egyptian
2135,التكييف كان ضعيف أول ما وصلنا، وأخد وقت طويل لحد ما الغرفة بردت.,neutral,Egyptian
104,فيه مجموعة فنادق اللي نزلت فيها كان اخر واحد المكيف مكنش شغال وجه الميكانيكي وصلحه، و اشتغل ساعتين و بعد عطل و على كده كل ليلة,neutral,Egyptian
1784,النت غالي ومش مغطي الشقة كلها، الازاز تقيل، والأوض من بره محتاجة تنظيف واهتمام أكتر,negative,Egyptian
1668,واضح إن تنظيف التكييفات عندهم موضوع معقد جدا ومش معروف,negative,Egyptian
1915,و الفطار كان سيئ و فيه دبان و مش نضيف و طعمه وحش و قليل و مش متوفر,negative,Egyptian
1958,غير كده عامل خدمة الغرف سرق مننا فلوس,negative,Egyptian
1942,وكل العمال في الفندق رائعين يعاملون النزلاء معاملة طيبة وتنظيف الغرف أكتر من رائع و البيتش أكتر من رائع,positive,Egyptian
918,الجو كان برد قوي  بالليل رغم من ان الغرفة دافية دايماً  لدرجة كنت بفكر إن في تدفئة مركزية او حاجة من زي كده,neutral,Egyptian
412,أسوأ قرية نزلت فيها في حياتي الخدمة وحشة قوي رغم السعر العالي، وحمام السباحة سيئ.,negative,Egyptian
1933,الفطار كويس وموقعه كويس كان عندنا بعض الملاحظات التدفئة عالية، وكمان بعض الزباين ما بيرعوش الذوق العام والفندق ما بيعرفش  يوقف  التصرفات دي,neutral,Egyptian
688,وبصراحه الانترنت موجود بشكل جيد و قوي في اماكن معينة في الغرفة و اللي هي قريبة من الروتر,positive,Egyptian
758,السلبيات عدم وجود مواقف مجانية ومواقف قريبة غالية التكلفة كم ريال للساعة,negative,Egyptian
851,العيب الوحيد كان في الإنترنت المجاني بيشتغل دقايق ويقطع كل شوية وده مش مقبول,negative,Egyptian
873,مفيش مروحة متوفرة من مكتب الاستقبال,negative,Egyptian
2268,مفيش سراير اضافيه في الغرف، ولو طلبت مخدة إضافية ممكن تستنى يومين لحد ما يبعتهالك,negative,Egyptian
2242,مكان الفندق بعيد شوية بس كمان مقبول ومعروف عند التاكسيات وو سهل توصل له بالجي بي إس,neutral,Egyptian
599,فندق مش يستحق حتى نجمة واحدة، قديم جدا جدا,negative,Egyptian
2048,موقع مش عادي موقع الفندق غير عادي فهو قريب من اكبر شارع تجاري في برلين و اكبر مول تجاري و هو كمان قريب من حديقة الحيوان بي برلين,neutral,Egyptian
280,الفطار كان معقول ومجربتش اى وجبات تانية و الموظفين كانوا كويسين جدا,neutral,Egyptian
276,في الفطار والغدا والعشا الطوابير طويلة ومتعبة قوي، ومش مستاهل تقييم خمس نجوم خالص,negative,Egyptian
1849,موظف الكونسيرج محتاج تدريب أحسن في التعامل مع الضيوف وقبول النقد.,negative,Egyptian
799,نزلت فيه عشان وصلت القاهرة متأخر، وكان الفندق الوحيد اللي فيه أوض فاضية قعدت ساعات قليلة أستحمى وأرتاح ومشيت، ومش هرجع له تاني,neutral,Egyptian
1491,الفندق حلو جدًا و الطاقم في قمة الذوق، والأكل متنوع وكمياته كويسة، والمعاملة ممتازة من كل العاملين ما عدا موظفين الاستقبال، مستواهم أقل من الفندق ومحتاجين تدريب,positive,Egyptian
534,خدمة الكافيه محتاجة تتحسن، و الحلويات اللي بتتقدم مع القهوة محتاجة تحسين التجربة عمومًا محبِطة ومتحسّش إنك في فندق إنتركونتيننتال.,negative,Egyptian
1214,ما بنصحش بالفندق ده، كانت تجربة سيئة جدا,negative,Egyptian
1914,مقبول كفندق عادي، لكن ما يتقالش عليه فندق نجوم,neutral,Egyptian
1351,لتالت مرة ورا بعض استمتعنا بالإقامة في فندق دار الإيمان، والمعاملة كانت ممتازة.,positive,Egyptian
2209,المكان كان جميل، والأكل رائع، والخدمة ممتازة. الغرف نضيفة، والزهور بتتغير كل يوم، وفيهارواب حرير و إنترنت مجاني وأجهزة ايبود للأطفال,positive,Egyptian
1507,مكان جميل وهادئ رغم ان المدخل الامامي مش ظاهر يمكن الغرفة ناقصها كرسي ترمي عليه ملابسك حاجة زي كده لكن سعره يورو لشخصين في الليله؟,neutral,Egyptian
372,خدت سعر ممتاز في الفندق ده، عادةً في الليلة، خدته مقابل غرفة ثلاثية كبيرة بمعايير اليابان، وبتطل على منظر رائع، على بعد دقائق مشي من دوتومبري، محطة نامبا وسوبرماركت تحتها. أكيد هنزل هنا تاني,positive,Egyptian
1020,الموظفين هناك لطاف جداً. أعتقد إني هبقى في الفندق ده لو جيت لميلانو تاني.,positive,Egyptian
579,بيوفورا لأعلى درجة غرف جيدة، ونتائج جميلة خدمة الغرف جيدة ما فيش فرن تاندور خاص بها قمة التوفيرلا صابون في الحمامات و لا شامبو مكنة  الشامبو فيها شوية رغوة ومتعبة لما تيجي تخرج منها السائل  مشاكل مكاتب الكهرباء مشكلة في الحمام ومشكلة في الغرفة، وهذا كل شيء وبوبات بعض الغرف ما كانتشمناسبة,neutral,Egyptian
1167,الغرف صغيرة بس نظيفة موقع مركزي، قطار النقل العام السريع موجود على بعد خمس دقائق باص، واللي تقدر تروح عليه من اليمين قدام الفندق,neutral,Egyptian
1594,احسن فندق، و طاقم العمل رائع، من عامل البار للمدير.,positive,Egyptian
1805,فندق فى قلب ميلانو مع خدمة ممتازة وغرف نظيفة وأرشحه للجميع,positive,Egyptian
2194,واكتر من كده مش بنصحك تجي هنا فى شهر رمضان عشان الطاقم مش مستعد لاستقبال الصائمين المسلمين ومشاركتهم فرح العيد,negative,Egyptian
1999,بوفيه الفطار محتاج تنوع اكتر، الإدارة مش مهتمة بالملاحظات زي كأنك مقيم مجاني،,negative,Egyptian
840,و خيارات المطاعم داخل و خارج الفندق و ميزة التنبيه للصلاة في الغرف مريحة وبصراحة يستاهل يكون عنوان السكن في مكة المكرمة,positive,Egyptian
756,من عيوب الفندق إن الغرف صغيرة، والأثاث قديم قوي، ومفيش لا تلاجة ولا غلاية مية.,negative,Egyptian
1954,فندق متوسط كان عندي امال عالية بخصوص الفندق ده موقعه مناسب، الغرف كويسة، المطعم كمان مقبول عموماً، بيديك انطباع انه فندق ما فيهش اي شيء غلط لكن في نفس الوقت ما تفتكرش حاجة بعد فترة الموظفين كانوا لطاف و رتبوا عرض صوت و ضوء عند الأهرامات وكان حلو، و بالرغم من انه ما كانش في اي شيء غلط مش هختار الفندق ده تاني لو رجعت,neutral,Egyptian
1177,رغم إن سعر الفندق أعلى شوية من الفنادق اللي حواليه، بس اخترته عشان سمعته وتقييمات النزلاء.,negative,Egyptian
935,مكتب الاستقبال في الدور السابع، ولازم تطلع بالأسانسير القديم,negative,Egyptian
1341,كل الشكر لموظفي الاستقبال، لأنهم فعلاً واجهة الفندق، وخصوصًا الأستاذ ناصر.,positive,Egyptian
866,حجم الغرف صغير خدت غرفة بسريرين وكنبة بتتحول لمرتبه حجم الغرفة تقريباً مفيش غلاية مية و تلاجة,negative,Egyptian
836,الفندق ده كان بيشتغل من خلال مرافق فندق قصر الشتاء الجديد، لكن المبنى ده اتهد مع بار الردهة والكافيتريا والمطعم و المسؤولين في الفندق معدلوش المرافق دي في المبنى المتدهور جدا جدا,negative,Egyptian
1656,إقامة رائعة ومتنسيش أول ما وصلنا استقبلونا بشاي مغربي وحلويات بابتسامة ما فارقتش الطاقم. الغرف جميلة وديكورها بسيط من التراث المغربي، والرياض والحديقة خلتني أرتبط بالمكان. والأكل طعمه ممتاز وكل الخضار طازة.,positive,Egyptian
1354,كان مكان إقامة مثالي في رحلتنا لكيوتو اللي استمرت خمس أيام، الناس كانوا لطاف جدا، والمكان جميل ومريح للإقامة,positive,Egyptian
912,الاكل مش كويس الفندق ده محتاج تغيير في الادارة حيث ان الاكل سيئ جدا لدرجة ان بعض الموظفين ما كانواش بياكلوا في الفندق غير إن مفيش اي ترفيهات انا اكيد مش هرجع الفندق ده تاني,negative,Egyptian
2104,مكان هايل وكل حاجة فيه تحفة شكرًا لسلسلة فنادق سان رايز، أيام جميلة ومعاملة راقية من كل العاملين فخور إن في بلدي أماكن بالجمال ده,positive,Egyptian
406,الفندق ممكن يبقى كويس، بس محتاج اهتمام وتعديلات كبيرة.,neutral,Egyptian
1883,موقع الفندق ممتاز وقريب من كل وسائل المواصلات العامة وجامعة إسطنبول,positive,Egyptian
396,حمامات السباحة حلوة، وفيه حوض صغير للأطفال مع شلال شكله فطر في النص,neutral,Egyptian
240,المكان هادي رغم إنه على الطريق الرئيسي، والسوبر ماركت قريب من الشاطئ، والأكل كان كويس، وانبسطت بالإقامة المرة دي.,positive,Egyptian
352,منتجع مهمل ومش نضيف، الاسم أكبر بكتير من مستواه الخدمات ضعيفة، الغرف وسخة وريحتها وحشة، ومرافق الغرف مهملة,negative,Egyptian
